   2.4492936e-16   2.3232442e-16   1.9580700e-16   1.3913573e-16   6.8143625e-17  -9.8623109e-18  -8.6853148e-17  -1.5490444e-16  -2.0701187e-16  -2.3781216e-16  -2.4413513e-16  -2.2532998e-16  -1.8333226e-16  -1.2246468e-16  -4.8992165e-17   2.9522972e-17   1.0499939e-16   1.6966853e-16   2.1687418e-16   2.4175759e-16   2.4175759e-16   2.1687418e-16   1.6966853e-16   1.0499939e-16   2.9522972e-17  -4.8992165e-17  -1.2246468e-16  -1.8333226e-16  -2.2532998e-16  -2.4413513e-16  -2.3781216e-16  -2.0701187e-16  -1.5490444e-16  -8.6853148e-17  -9.8623109e-18   6.8143625e-17   1.3913573e-16   1.9580700e-16   2.3232442e-16   2.4492936e-16
   3.1666799e-01   3.0037113e-01   2.5315794e-01   1.7988792e-01   8.8102566e-02  -1.2750934e-02  -1.1229202e-01  -2.0027521e-01  -2.6764465e-01  -3.0746620e-01  -3.1564114e-01  -2.9132804e-01  -2.3702940e-01  -1.5833400e-01  -6.3341735e-02   3.8170109e-02   1.3575321e-01   2.1936363e-01   2.8039558e-01   3.1256723e-01   3.1256723e-01   2.8039558e-01   2.1936363e-01   1.3575321e-01   3.8170109e-02  -6.3341735e-02  -1.5833400e-01  -2.3702940e-01  -2.9132804e-01  -3.1564114e-01  -3.0746620e-01  -2.6764465e-01  -2.0027521e-01  -1.1229202e-01  -1.2750934e-02   8.8102566e-02   1.7988792e-01   2.5315794e-01   3.0037113e-01   3.1666799e-01
   6.0074226e-01   5.6982593e-01   4.8025906e-01   3.4126050e-01   1.6713699e-01  -2.4189452e-02  -2.1302614e-01  -3.7993667e-01  -5.0774141e-01  -5.8328579e-01  -5.9879424e-01  -5.5267053e-01  -4.4966204e-01  -3.0037113e-01  -1.2016389e-01   7.2411478e-02   2.5753374e-01   4.1614880e-01   5.3193086e-01   5.9296281e-01   5.9296281e-01   5.3193086e-01   4.1614880e-01   2.5753374e-01   7.2411478e-02  -1.2016389e-01  -3.0037113e-01  -4.4966204e-01  -5.5267053e-01  -5.9879424e-01  -5.8328579e-01  -5.0774141e-01  -3.7993667e-01  -2.1302614e-01  -2.4189452e-02   1.6713699e-01   3.4126050e-01   4.8025906e-01   5.6982593e-01   6.0074226e-01
   8.2298387e-01   7.8063019e-01   6.5792850e-01   4.6750812e-01   2.2896848e-01  -3.3138219e-02  -2.9183410e-01  -5.2049234e-01  -6.9557780e-01  -7.9906945e-01  -8.2031518e-01  -7.5712824e-01  -6.1601227e-01  -4.1149193e-01  -1.6461792e-01   9.9199743e-02   3.5280706e-01   5.7010097e-01   7.2871602e-01   8.1232644e-01   8.1232644e-01   7.2871602e-01   5.7010097e-01   3.5280706e-01   9.9199743e-02  -1.6461792e-01  -4.1149193e-01  -6.1601227e-01  -7.5712824e-01  -8.2031518e-01  -7.9906945e-01  -6.9557780e-01  -5.2049234e-01  -2.9183410e-01  -3.3138219e-02   2.2896848e-01   4.6750812e-01   6.5792850e-01   7.8063019e-01   8.2298387e-01
   9.6051811e-01   9.1108643e-01   7.6787925e-01   5.4563648e-01   2.6723291e-01  -3.8676165e-02  -3.4060442e-01  -6.0747524e-01  -8.1182038e-01  -9.3260720e-01  -9.5740345e-01  -8.8365692e-01  -7.1895813e-01  -4.8025906e-01  -1.9212830e-01   1.1577766e-01   4.1176697e-01   6.6537429e-01   8.5049655e-01   9.4807965e-01   9.4807965e-01   8.5049655e-01   6.6537429e-01   4.1176697e-01   1.1577766e-01  -1.9212830e-01  -4.8025906e-01  -7.1895813e-01  -8.8365692e-01  -9.5740345e-01  -9.3260720e-01  -8.1182038e-01  -6.0747524e-01  -3.4060442e-01  -3.8676165e-02   2.6723291e-01   5.4563648e-01   7.6787925e-01   9.1108643e-01   9.6051811e-01
   9.9918900e-01   9.4776718e-01   7.9879441e-01   5.6760405e-01   2.7799183e-01  -4.0233284e-02  -3.5431730e-01  -6.3193246e-01  -8.4450463e-01  -9.7015438e-01  -9.9594894e-01  -9.1923334e-01  -7.4790370e-01  -4.9959450e-01  -1.9986347e-01   1.2043892e-01   4.2834489e-01   6.9216255e-01   8.8473792e-01   9.8624976e-01   9.8624976e-01   8.8473792e-01   6.9216255e-01   4.2834489e-01   1.2043892e-01  -1.9986347e-01  -4.9959450e-01  -7.4790370e-01  -9.1923334e-01  -9.9594894e-01  -9.7015438e-01  -8.4450463e-01  -6.3193246e-01  -3.5431730e-01  -4.0233284e-02   2.7799183e-01   5.6760405e-01   7.9879441e-01   9.4776718e-01   9.9918900e-01
   9.3501624e-01   8.8689698e-01   7.4749197e-01   5.3114977e-01   2.6013785e-01  -3.7649308e-02  -3.3156133e-01  -5.9134670e-01  -7.9026646e-01  -9.0784637e-01  -9.3198427e-01  -8.6019572e-01  -6.9986971e-01  -4.6750812e-01  -1.8702727e-01   1.1270375e-01   4.0083451e-01   6.4770852e-01   8.2791577e-01   9.2290803e-01   9.2290803e-01   8.2791577e-01   6.4770852e-01   4.0083451e-01   1.1270375e-01  -1.8702727e-01  -4.6750812e-01  -6.9986971e-01  -8.6019572e-01  -9.3198427e-01  -9.0784637e-01  -7.9026646e-01  -5.9134670e-01  -3.3156133e-01  -3.7649308e-02   2.6013785e-01   5.3114977e-01   7.4749197e-01   8.8689698e-01   9.3501624e-01
   7.7460496e-01   7.3474103e-01   6.1925233e-01   4.4002577e-01   2.1550863e-01  -3.1190197e-02  -2.7467870e-01  -4.8989533e-01  -6.5468843e-01  -7.5209635e-01  -7.7209316e-01  -7.1262064e-01  -5.7980014e-01  -3.8730248e-01  -1.5494089e-01   9.3368311e-02   3.3206739e-01   5.3658772e-01   6.8587863e-01   7.6457403e-01   7.6457403e-01   6.8587863e-01   5.3658772e-01   3.3206739e-01   9.3368311e-02  -1.5494089e-01  -3.8730248e-01  -5.7980014e-01  -7.1262064e-01  -7.7209316e-01  -7.5209635e-01  -6.5468843e-01  -4.8989533e-01  -2.7467870e-01  -3.1190197e-02   2.1550863e-01   4.4002577e-01   6.1925233e-01   7.3474103e-01   7.7460496e-01
   5.3446583e-01   5.0696031e-01   4.2727484e-01   3.0361119e-01   1.4869773e-01  -2.1520769e-02  -1.8952419e-01  -3.3802044e-01  -4.5172522e-01  -5.1893522e-01  -5.3273272e-01  -4.9169757e-01  -4.0005342e-01  -2.6723291e-01  -1.0690690e-01   6.4422736e-02   2.2912152e-01   3.7023749e-01   4.7324599e-01   5.2754463e-01   5.2754463e-01   4.7324599e-01   3.7023749e-01   2.2912152e-01   6.4422736e-02  -1.0690690e-01  -2.6723291e-01  -4.0005342e-01  -4.9169757e-01  -5.3273272e-01  -5.1893522e-01  -4.5172522e-01  -3.3802044e-01  -1.8952419e-01  -2.1520769e-02   1.4869773e-01   3.0361119e-01   4.2727484e-01   5.0696031e-01   5.3446583e-01
   2.3931566e-01   2.2699963e-01   1.9131918e-01   1.3594679e-01   6.6581797e-02  -9.6362702e-03  -8.4862504e-02  -1.5135409e-01  -2.0226723e-01  -2.3236159e-01  -2.3853964e-01  -2.2016549e-01  -1.7913035e-01  -1.1965783e-01  -4.7869282e-02   2.8846316e-02   1.0259285e-01   1.6577979e-01   2.1190350e-01   2.3621659e-01   2.3621659e-01   2.1190350e-01   1.6577979e-01   1.0259285e-01   2.8846316e-02  -4.7869282e-02  -1.1965783e-01  -1.7913035e-01  -2.2016549e-01  -2.3853964e-01  -2.3236159e-01  -2.0226723e-01  -1.5135409e-01  -8.4862504e-02  -9.6362702e-03   6.6581797e-02   1.3594679e-01   1.9131918e-01   2.2699963e-01   2.3931566e-01
